id	stamp_id	name_text_id	description_text_id	map_url	detail_url	icon_resource_id	type	location_landmark_id	location_prefectures_id	location_region_id	location_category_id
101	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012139	3	1	1
102	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012140	3	1	1
103	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012141	3	1	1
104	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012144	3	1	1
105	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012145	3	1	1
106	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012146	3	1	1
107	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012147	3	1	1
108	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012148	3	1	1
109	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012149	3	1	1
110	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012152	3	1	1
111	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012153	3	1	1
112	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012154	3	1	1
113	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012157	3	1	1
114	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012158	3	1	1
115	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012160	3	1	1
116	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012161	3	1	1
117	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012162	3	1	1
118	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012164	3	1	1
119	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012170	3	1	1
120	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012171	3	1	1
121	2	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012173	3	1	1
122	1	103	106	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10013894	4	21	1
123	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012113	3	3	1
124	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012114	3	3	1
125	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012119	3	3	1
126	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012120	3	3	1
127	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012125	3	3	1
128	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012126	3	3	1
129	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012127	3	3	1
130	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012129	3	3	1
131	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012131	3	3	1
132	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012132	3	3	1
133	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012133	3	3	1
134	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012134	3	3	1
135	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012135	3	3	1
136	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012138	3	3	1
137	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012139	3	3	1
138	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012140	3	3	1
139	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012141	3	3	1
140	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012144	3	3	1
141	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012145	3	3	1
142	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012146	3	3	1
143	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012147	3	3	1
144	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012148	3	3	1
145	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012149	3	3	1
146	1	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012152	3	3	1
147	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012220	3	2	1
148	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012222	3	2	1
149	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012223	3	2	1
150	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012224	3	2	1
151	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012225	3	2	1
152	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012227	3	2	1
153	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012228	3	2	1
154	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012229	3	2	1
155	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012230	3	2	1
156	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012232	3	2	1
157	3	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012233	3	2	1
158	4	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012139	3	1	1
159	4	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012140	3	1	1
160	4	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012141	3	1	1
161	5	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012144	3	1	1
162	5	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012145	3	1	1
163	5	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012146	3	1	1
164	6	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012147	3	1	1
165	6	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012148	3	1	1
166	6	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012149	3	1	1
167	7	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012152	3	1	1
168	7	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012153	3	1	1
169	7	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012154	3	1	1
170	8	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012157	3	1	1
171	8	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012158	3	1	1
172	8	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012160	3	1	1
173	9	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012161	3	1	1
174	9	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012162	3	1	1
175	9	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012164	3	1	1
176	10	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012170	3	1	1
177	10	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012171	3	1	1
178	10	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012173	3	1	1
179	11	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012220	3	2	1
180	11	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012222	3	2	1
181	12	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012223	3	2	1
182	12	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012224	3	2	1
183	13	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012225	3	2	1
184	13	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012227	3	2	1
185	14	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012228	3	2	1
186	14	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012229	3	2	1
187	15	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012230	3	2	1
188	15	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012232	3	2	1
189	15	102	105	https://www.google.com/maps/search/%E9%83%BD%E5%BA%81/@35.6893095,139.6922166,17z/data=!3m1!4b1	https://www.metro.tokyo.lg.jp/			10012233	3	2	1
