id	lineup_id	group_id	card_id	weight	bonus_weight	level	skill_level	priority	bonus_item_num	duplicate_reward_num	open_date	bonus_start_date	bonus_end_date
1001	1	1	10001	1000	1000	1	1	1999	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1002	1	1	10002	1000	1000	1	1	1998	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1003	1	1	10003	1000	1000	1	1	1997	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1004	1	1	10004	1000	1000	1	1	1996	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1005	1	1	10005	1000	1000	1	1	1995	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1006	1	1	10006	1000	1000	1	1	1994	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1007	1	1	10007	1000	1000	1	1	1993	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1008	1	1	10008	1000	1000	1	1	1992	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1009	1	1	10009	1000	1000	1	1	1991	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1010	1	1	10010	1000	1000	1	1	1990	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1011	1	1	10011	1000	1000	1	1	1989	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1012	1	1	10012	1000	1000	1	1	1988	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1013	1	1	10013	1000	1000	1	1	1987	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1014	1	1	10014	1000	1000	1	1	1986	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1015	1	1	10015	1000	1000	1	1	1985	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1016	1	1	10016	1000	1000	1	1	1984	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1017	1	1	10017	1000	1000	1	1	1983	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1018	1	1	10018	1000	1000	1	1	1982	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1019	1	1	10019	1000	1000	1	1	1981	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1020	1	1	10020	1000	1000	1	1	1980	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1021	1	1	10021	1000	1000	1	1	1979	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1022	1	1	10022	1000	1000	1	1	1978	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1023	1	1	10023	1000	1000	1	1	1977	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1024	1	1	10024	1000	1000	1	1	1976	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1025	1	1	10025	1000	1000	1	1	1975	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1026	1	1	10026	1000	1000	1	1	1974	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1027	1	1	10027	1000	1000	1	1	1973	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1028	1	1	10028	1000	1000	1	1	1972	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1029	1	1	10029	1000	1000	1	1	1971	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1030	1	1	10030	1000	1000	1	1	1970	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1031	1	1	10031	1000	1000	1	1	1969	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1032	1	1	10032	1000	1000	1	1	1968	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1033	1	1	10033	1000	1000	1	1	1967	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1034	1	1	10034	1000	1000	1	1	1966	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1035	1	1	10035	1000	1000	1	1	1965	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1036	1	1	10036	1000	1000	1	1	1964	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1037	1	1	10037	1000	1000	1	1	1963	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1038	1	1	10038	1000	1000	1	1	1962	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1039	1	1	10039	1000	1000	1	1	1961	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1040	1	1	10040	1000	1000	1	1	1960	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1041	1	1	10041	1000	1000	1	1	1959	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1042	1	1	10042	1000	1000	1	1	1958	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1043	1	1	10043	1000	1000	1	1	1957	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1044	1	1	10044	1000	1000	1	1	1956	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1045	1	1	10045	1000	1000	1	1	1955	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1046	1	1	10046	1000	1000	1	1	1954	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1047	1	1	10047	1000	1000	1	1	1953	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1048	1	1	10048	1000	1000	1	1	1952	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1049	1	1	10049	1000	1000	1	1	1951	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1050	1	1	10050	1000	1000	1	1	1950	5		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1051	1	2	10051	1000	1000	1	1	4949	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1052	1	2	10052	1000	1000	1	1	4948	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1053	1	2	10053	1000	1000	1	1	4947	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1054	1	2	10054	1000	1000	1	1	4946	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1055	1	2	10055	1000	1000	1	1	4945	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1056	1	2	10056	1000	1000	1	1	4944	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1057	1	2	10057	1000	1000	1	1	4943	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1058	1	2	10058	1000	1000	1	1	4942	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1059	1	2	10059	1000	1000	1	1	4941	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1060	1	2	10060	1000	1000	1	1	4940	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1061	1	2	10061	1000	1000	1	1	4939	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1062	1	2	10062	1000	1000	1	1	4938	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1063	1	2	10063	1000	1000	1	1	4937	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1064	1	2	10064	1000	1000	1	1	4936	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1065	1	2	10065	1000	1000	1	1	4935	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1066	1	2	10066	1000	1000	1	1	4934	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1067	1	2	10067	1000	1000	1	1	4933	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1068	1	2	10068	1000	1000	1	1	4932	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1069	1	2	10069	1000	1000	1	1	4931	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1070	1	2	10070	1000	1000	1	1	4930	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1071	1	2	10071	1000	1000	1	1	4929	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1072	1	2	10072	1000	1000	1	1	4928	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1073	1	2	10073	1000	1000	1	1	4927	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1074	1	2	10074	1000	1000	1	1	4926	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1075	1	2	10075	1000	1000	1	1	4925	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1076	1	2	10076	1000	1000	1	1	4924	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1077	1	2	10077	1000	1000	1	1	4923	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1078	1	2	10078	1000	1000	1	1	4922	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
